drug_name,generic_name,dosage_form,shortage_reason,start_date,end_date,status,company,source_url,scraped_at
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.348945
Amphotericin B Injection,Amphotericin B Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Amphotericin B Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.348955
Ampicillin Sodium Injection,Ampicillin Sodium Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ampicillin Sodium Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.348964
Anagrelide Hydrochloride Capsule,Anagrelide Hydrochloride Capsule,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Anagrelide Hydrochloride Capsule&st=c&tab=tabs-1,2026-03-05T23:34:03.348973
Arsenic Trioxide Injection,Arsenic Trioxide Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Arsenic Trioxide Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.348981
Atazanavir Sulfate Capsule,Atazanavir Sulfate Capsule,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Atazanavir Sulfate Capsule&st=c&tab=tabs-1,2026-03-05T23:34:03.348990
Atazanavir Sulfate Oral Powder,Atazanavir Sulfate Oral Powder,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Atazanavir Sulfate Oral Powder&st=c&tab=tabs-1,2026-03-05T23:34:03.348998
Atazanavir Sulfate; Cobicistat Tablet,Atazanavir Sulfate; Cobicistat Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Atazanavir Sulfate; Cobicistat Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349007
Atropine Sulfate Injection,Atropine Sulfate Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Atropine Sulfate Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349016
Azelastine Hydrochloride; Fluticasone Propionate Nasal Spray,Azelastine Hydrochloride; Fluticasone Propionate Nasal Spray,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Azelastine Hydrochloride; Fluticasone Propionate Nasal Spray&st=c&tab=tabs-1,2026-03-05T23:34:03.349024
Azithromycin Injection,Azithromycin Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Azithromycin Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349034
Baclofen Tablet,Baclofen Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Baclofen Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349042
Benztropine Mesylate Injection,Benztropine Mesylate Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Benztropine Mesylate Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349050
Bleomycin Sulfate Injection,Bleomycin Sulfate Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Bleomycin Sulfate Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349059
Bosentan Tablet,Bosentan Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Bosentan Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349067
Bumetanide Tablet,Bumetanide Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Bumetanide Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349075
Busulfan Injection,Busulfan Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Busulfan Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349084
Calcitriol Capsule,Calcitriol Capsule,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Calcitriol Capsule&st=c&tab=tabs-1,2026-03-05T23:34:03.349092
Calcium Chloride Injection,Calcium Chloride Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Calcium Chloride Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349100
"Carbamazepine Capsule, Extended Release","Carbamazepine Capsule, Extended Release",,,,,Current,,"https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Carbamazepine Capsule, Extended Release&st=c&tab=tabs-1",2026-03-05T23:34:03.349108
Carbamazepine Tablet,Carbamazepine Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Carbamazepine Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349117
Carboplatin Injection,Carboplatin Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Carboplatin Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349126
Caspofungin Acetate Injection,Caspofungin Acetate Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Caspofungin Acetate Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349134
Cefepime Hydrochloride Injection,Cefepime Hydrochloride Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Cefepime Hydrochloride Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349142
Ceftazidime Injection,Ceftazidime Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ceftazidime Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349151
Celecoxib Capsule,Celecoxib Capsule,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Celecoxib Capsule&st=c&tab=tabs-1,2026-03-05T23:34:03.349159
Cetrorelix Acetate Injection,Cetrorelix Acetate Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Cetrorelix Acetate Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349167
Chlorothiazide Oral Suspension,Chlorothiazide Oral Suspension,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Chlorothiazide Oral Suspension&st=c&tab=tabs-1,2026-03-05T23:34:03.349546
Cholestyramine Powder,Cholestyramine Powder,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Cholestyramine Powder&st=c&tab=tabs-1,2026-03-05T23:34:03.349558
Clindamycin Hydrochloride Capsule,Clindamycin Hydrochloride Capsule,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Clindamycin Hydrochloride Capsule&st=c&tab=tabs-1,2026-03-05T23:34:03.349567
Clindamycin Palmitate Hydrochloride Injection,Clindamycin Palmitate Hydrochloride Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Clindamycin Palmitate Hydrochloride Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349575
Clindamycin Phosphate; Benzoyl Peroxide Gel,Clindamycin Phosphate; Benzoyl Peroxide Gel,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Clindamycin Phosphate; Benzoyl Peroxide Gel&st=c&tab=tabs-1,2026-03-05T23:34:03.349585
Cobicistat Tablet,Cobicistat Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Cobicistat Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349594
Decitabine Injection,Decitabine Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Decitabine Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349602
Deferiprone Tablet,Deferiprone Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Deferiprone Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349610
Desipramine Hydrochloride Tablet,Desipramine Hydrochloride Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Desipramine Hydrochloride Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349618
Desonide Cream,Desonide Cream,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Desonide Cream&st=c&tab=tabs-1,2026-03-05T23:34:03.349627
Desonide Lotion,Desonide Lotion,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Desonide Lotion&st=c&tab=tabs-1,2026-03-05T23:34:03.349635
Dextrose Monohydrate 50% Injection,Dextrose Monohydrate 50% Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Dextrose Monohydrate 50% Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349644
Diltiazem Hydrochloride Injection,Diltiazem Hydrochloride Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Diltiazem Hydrochloride Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349652
"Divalproex Sodium Tablet, Delayed Release","Divalproex Sodium Tablet, Delayed Release",,,,,Current,,"https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Divalproex Sodium Tablet, Delayed Release&st=c&tab=tabs-1",2026-03-05T23:34:03.349661
Dobutamine Hydrochloride Injection,Dobutamine Hydrochloride Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Dobutamine Hydrochloride Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349670
Docetaxel Injection,Docetaxel Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Docetaxel Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349679
Dopamine Hydrochloride Injection,Dopamine Hydrochloride Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Dopamine Hydrochloride Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349687
Doxercalciferol Injection,Doxercalciferol Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Doxercalciferol Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349696
Doxycycline Hyclate Tablet,Doxycycline Hyclate Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Doxycycline Hyclate Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349704
"Doxylamine Succinate and Pyridoxine  Hydrochloride Tablet, Delayed Release","Doxylamine Succinate and Pyridoxine  Hydrochloride Tablet, Delayed Release",,,,,Current,,"https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Doxylamine Succinate and Pyridoxine  Hydrochloride Tablet, Delayed Release&st=c&tab=tabs-1",2026-03-05T23:34:03.349713
Drospirenone; Ethinyl Estradiol Tablet,Drospirenone; Ethinyl Estradiol Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Drospirenone; Ethinyl Estradiol Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349723
Elbasvir; Grazoprevir Tablet,Elbasvir; Grazoprevir Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Elbasvir; Grazoprevir Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349732
Epinephrine Injection,Epinephrine Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Epinephrine Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349740
Esterified Estrogens Tablet,Esterified Estrogens Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Esterified Estrogens Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349749
Eszopiclone Tablet,Eszopiclone Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Eszopiclone Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349757
Ethinyl Estradiol; Ethinyl Diacetate Tablet,Ethinyl Estradiol; Ethinyl Diacetate Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ethinyl Estradiol; Ethinyl Diacetate Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349765
Ethinyl Estradiol; Etonogestrel Ring,Ethinyl Estradiol; Etonogestrel Ring,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ethinyl Estradiol; Etonogestrel Ring&st=c&tab=tabs-1,2026-03-05T23:34:03.349774
Ethionamide Tablet,Ethionamide Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ethionamide Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349783
Everolimus Tablet,Everolimus Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Everolimus Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349792
Ezetimibe Tablet,Ezetimibe Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ezetimibe Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349800
Finasteride Tablet,Finasteride Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Finasteride Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349808
Fluphenazine Hydrochloride Tablet,Fluphenazine Hydrochloride Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Fluphenazine Hydrochloride Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349816
Fluticasone Propionate; Salmeterol Xinafoate Powder,Fluticasone Propionate; Salmeterol Xinafoate Powder,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Fluticasone Propionate; Salmeterol Xinafoate Powder&st=c&tab=tabs-1,2026-03-05T23:34:03.349825
"Fluvastatin Sodium Tablet, Extended Release","Fluvastatin Sodium Tablet, Extended Release",,,,,Current,,"https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Fluvastatin Sodium Tablet, Extended Release&st=c&tab=tabs-1",2026-03-05T23:34:03.349834
Fondaparinux Sodium Injection,Fondaparinux Sodium Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Fondaparinux Sodium Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349843
Frovatriptan Succinate Tablet,Frovatriptan Succinate Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Frovatriptan Succinate Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349866
Gemcitabine Hydrochloride Injection,Gemcitabine Hydrochloride Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Gemcitabine Hydrochloride Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349875
Gemfibrozil Tablet,Gemfibrozil Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Gemfibrozil Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349884
"Glipizide Tablet, Extended Release","Glipizide Tablet, Extended Release",,,,,Current,,"https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Glipizide Tablet, Extended Release&st=c&tab=tabs-1",2026-03-05T23:34:03.349893
Glyburide Tablet,Glyburide Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Glyburide Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349901
"Guanfacine Hydrochloride Tablet, Extended Release","Guanfacine Hydrochloride Tablet, Extended Release",,,,,Current,,"https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Guanfacine Hydrochloride Tablet, Extended Release&st=c&tab=tabs-1",2026-03-05T23:34:03.349910
Haloperidol Decanoate Injection,Haloperidol Decanoate Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Haloperidol Decanoate Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349919
Heparin Sodium Injection,Heparin Sodium Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Heparin Sodium Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349927
Homatropine Methylbromide and Hydrocodone Bitartrate Syrup,Homatropine Methylbromide and Hydrocodone Bitartrate Syrup,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Homatropine Methylbromide and Hydrocodone Bitartrate Syrup&st=c&tab=tabs-1,2026-03-05T23:34:03.349936
Hydrochlorothiazide Capsule,Hydrochlorothiazide Capsule,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Hydrochlorothiazide Capsule&st=c&tab=tabs-1,2026-03-05T23:34:03.349945
Hydrochlorothiazide; Quinapril Hydrochloride Tablet,Hydrochlorothiazide; Quinapril Hydrochloride Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Hydrochlorothiazide; Quinapril Hydrochloride Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349954
Hydrocortisone Cream,Hydrocortisone Cream,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Hydrocortisone Cream&st=c&tab=tabs-1,2026-03-05T23:34:03.349963
Hydroxychloroquine Sulfate Tablet,Hydroxychloroquine Sulfate Tablet,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Hydroxychloroquine Sulfate Tablet&st=c&tab=tabs-1,2026-03-05T23:34:03.349971
Imipenem and Cilastatin Injection,Imipenem and Cilastatin Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Imipenem and Cilastatin Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349980
Insulin Aspart Injection,Insulin Aspart Injection,,,,,Current,,https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Insulin Aspart Injection&st=c&tab=tabs-1,2026-03-05T23:34:03.349988
